timestamp,Value (percentage (%)),container_id,container_name,instance
15:15:53.604,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:15:54.104,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:15:54.604,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:15:55.104,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:15:55.604,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:15:56.104,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:15:56.604,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:15:57.104,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:15:57.604,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:15:58.104,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:15:58.604,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:15:59.104,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:15:59.604,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:00.104,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:00.604,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:01.104,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:01.604,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:02.104,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:02.604,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:03.104,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:03.604,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:04.104,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:04.604,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:05.104,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:05.604,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:06.104,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:06.604,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:07.104,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:07.604,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:08.104,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:08.604,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:09.104,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:09.604,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:10.104,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:10.604,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:11.104,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:11.604,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:12.104,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:12.604,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:13.104,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:13.604,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:14.104,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:14.604,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:15.104,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:15.604,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:16.104,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:16.604,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:16:17.104,0.066011,1bc7b6987d7e3f73843f17d76a09222886f3955c095bedd2ee25a8a78bb8ac92,nxf-cPB62cVKMj0A2W3ZgiyXeXAy,130.149.248.105:9091
15:15:36.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:37.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:37.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:38.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:38.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:39.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:39.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:40.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:40.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:41.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:41.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:42.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:42.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:43.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:43.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:44.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:44.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:45.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:45.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:46.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:46.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:47.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:47.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:48.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:48.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:49.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:49.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:50.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:50.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:51.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:51.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:52.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:52.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:53.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:53.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:54.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:54.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:55.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:55.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:56.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:56.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:57.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:57.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:58.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:58.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:59.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:15:59.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:16:00.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:16:00.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:16:01.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:16:01.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:16:02.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:16:02.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:16:03.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:16:03.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:16:04.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:16:04.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:16:05.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:16:05.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:16:06.118,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
15:16:06.618,0.040076,270a91d490bf56b4db345aedf5a0d2a015fffd3c6e7b85bd1d607d671ad169ad,nxf-8HEIDLPLcFSgNV2onUEea8wK,130.149.248.105:9091
